id,customer_id,amount,status
9332,2440,147.71,PAID
9333,4832,88.3,PAID
9334,1990,28.99,PENDING
9335,1067,77.43,PAID
9336,945,287.27,PAID
9337,29,41.99,PAID
9338,1898,274.98,PAID
9339,1698,5.33,PAID
9340,2815,21.9,PAID
9341,3366,38.32,CANCELLED
9342,2489,25.15,PAID
9343,1666,170.14,PAID
9344,4620,18.44,CANCELLED
9345,1571,42.35,PAID
9346,1734,146.55,PAID
9347,760,105.59,PAID
9348,2158,81.21,PENDING
9349,1352,72.74,CANCELLED
9350,3477,141.86,PAID
9351,1269,27.93,PAID
9352,1786,39.39,PAID
9353,3950,120.8,CANCELLED
9354,2608,42.15,PENDING
9355,399,90.57,CANCELLED
9356,2631,64.61,PAID
9357,2447,48.32,PAID
9358,1670,78.82,CANCELLED
9359,239,8.12,PAID
9360,3537,117.9,PAID
9361,3862,114.8,PAID
9362,3104,215.55,PAID
9363,1147,36.78,CANCELLED
9364,1558,190.2,PENDING
9365,3739,38.39,PAID
9366,2158,150.9,CANCELLED
9367,3452,24.77,PAID
9368,300,42.12,PAID
9369,3699,45.38,PAID
9370,4054,91.87,PAID
9371,4860,109.43,PAID
9372,249,17.42,PAID
9373,2569,100.11,PAID
9374,4130,91.03,CANCELLED
9375,4324,108.16,PAID
9376,4681,109.76,PAID
9377,2861,227.65,PAID
9378,724,49.2,PENDING
9379,570,195.18,PAID
9380,220,119.93,PAID
9381,1395,64.03,PAID
9382,2835,53.86,PENDING
9383,2123,139.31,PAID
9384,4232,38.65,PAID
9385,4001,124.5,PAID
9386,4350,54.69,PAID
9387,3090,143.13,PAID
9388,50,47.14,CANCELLED
9389,515,72.82,PAID
9390,2792,57.31,PAID
9391,2779,217.05,PAID
9392,2619,271.12,PAID
9393,1838,58.55,PENDING
9394,4672,106.92,PENDING
9395,1166,86.05,PAID
9396,4999,53.73,PENDING
9397,2250,37.06,PAID
9398,415,32.05,PAID
9399,2269,43.99,PAID
9400,1105,60.75,PAID
9401,4859,68.0,PAID
9402,4659,12.14,PENDING
9403,3357,164.79,CANCELLED
9404,2417,201.89,PAID
9405,1935,227.17,CANCELLED
9406,204,22.13,PAID
9407,69,72.3,PAID
9408,516,174.38,PAID
9409,3564,8.87,PENDING
9410,4457,29.09,PAID
9411,1465,146.45,PAID
9412,1653,64.18,PAID
9413,707,73.46,PAID
9414,1626,45.52,PAID
9415,4753,104.38,PAID
9416,3786,94.79,PAID
9417,1346,32.86,PAID
9418,344,187.88,PENDING
9419,3787,5.55,PAID
9420,536,113.94,PAID
9421,355,94.8,PAID
9422,3543,231.08,PAID
9423,983,58.09,PAID
9424,1346,49.93,PAID
9425,3010,172.96,PAID
9426,527,44.6,PAID
9427,931,28.41,PENDING
9428,2757,156.86,PAID
9429,2283,151.26,PAID
9430,1947,128.38,PAID
9431,3928,40.19,PAID
9432,2542,184.01,PAID
9433,1917,91.91,PAID
9434,3361,91.42,PAID
9435,1594,278.3,PAID
9436,2926,26.09,PENDING
9437,3626,145.28,PAID
9438,1224,244.4,PAID
9439,1960,29.08,CANCELLED
9440,966,108.47,PENDING
9441,4993,44.53,PAID
9442,3679,124.27,PAID
9443,4313,114.92,PENDING
9444,623,141.76,PAID
9445,4449,44.28,PAID
9446,4788,106.15,CANCELLED
9447,4727,147.15,PAID
9448,2373,52.55,PENDING
9449,2949,113.82,PAID
9450,3300,65.1,PENDING
9451,1169,178.42,PAID
9452,4750,23.04,PENDING
9453,392,105.25,PAID
9454,3810,218.97,PAID
9455,2408,67.26,CANCELLED
9456,4865,18.78,PAID
9457,4893,102.5,PENDING
9458,4261,214.26,PENDING
9459,4829,81.2,PAID
9460,581,85.8,PAID
9461,821,19.7,PAID
9462,1248,173.58,PAID
9463,124,71.29,PAID
9464,4440,172.81,PAID
9465,1875,150.27,PENDING
9466,524,42.46,PAID
9467,3124,114.94,PENDING
9468,4225,152.04,CANCELLED
9469,3199,199.06,CANCELLED
9470,2786,62.31,PENDING
9471,2119,87.89,PENDING
9472,1211,10.32,PENDING
9473,1027,231.76,PAID
9474,4118,135.24,PAID
9475,4262,118.83,PAID
9476,498,9.6,PAID
9477,4530,125.78,PAID
9478,2806,102.0,PAID
9479,4933,79.97,CANCELLED
9480,1694,110.1,PAID
9481,4759,90.95,PAID
9482,725,129.5,PENDING
9483,376,106.62,PAID
9484,4399,75.28,PAID
9485,2453,124.16,PAID
9486,3860,49.89,PAID
9487,1687,107.08,PAID
9488,4804,114.71,PAID
9489,257,115.9,PENDING
9490,4495,113.72,PAID
9491,3601,159.78,PAID
9492,51,126.07,PAID
9493,595,152.64,PAID
9494,4914,58.56,PAID
9495,4732,70.49,PAID
9496,3874,207.32,PAID
9497,3437,33.57,PAID
9498,1073,146.57,PAID
9499,1477,190.07,PAID
9500,4871,81.71,PENDING
9501,3021,38.27,PAID
9502,1665,89.42,PENDING
9503,4493,17.93,PAID
9504,2731,64.05,PAID
9505,1396,74.16,PAID
9506,3898,119.78,PAID
9507,4625,57.34,PAID
9508,4781,71.59,PAID
9509,4046,195.37,PAID
9510,2661,42.55,PENDING
9511,2234,199.16,PAID
9512,3323,110.63,PAID
9513,4198,158.71,PENDING
9514,4219,37.7,PAID
9515,2102,82.13,PAID
9516,1307,82.25,PENDING
9517,1638,77.34,PAID
9518,1141,96.37,PAID
9519,616,55.18,CANCELLED
9520,4653,53.17,PAID
9521,4210,57.59,PAID
9522,1567,161.31,PAID
9523,977,30.19,PENDING
9524,4797,55.64,PAID
9525,1317,140.16,PAID
9526,2340,214.29,PAID
9527,4357,211.04,PENDING
9528,2097,152.07,PENDING
9529,379,187.92,PAID
9530,3466,69.55,PENDING
9531,2272,57.09,PAID
9532,1047,6.96,PAID
9533,1008,58.92,PAID
9534,110,64.88,PAID
9535,2772,12.71,PAID
9536,3884,37.21,PAID
9537,2601,272.05,PENDING
9538,3244,80.22,PAID
9539,1006,38.09,PAID
9540,4794,72.74,PAID
9541,306,100.93,CANCELLED
9542,959,82.93,PAID
9543,954,48.01,PENDING
9544,2669,143.01,PENDING
9545,3539,340.48,PAID
9546,2678,176.35,PAID
9547,1631,71.95,PAID
9548,1792,77.26,CANCELLED
9549,2604,124.83,PAID
9550,1972,96.22,PENDING
9551,67,171.27,PAID
9552,835,191.78,PAID
9553,206,19.48,PAID
9554,2834,118.66,PAID
9555,4251,6.94,PAID
9556,1715,240.0,PAID
9557,1533,66.39,PAID
9558,3146,20.5,PAID
9559,3121,103.26,PAID
9560,708,207.89,PAID
9561,179,204.21,PAID
9562,113,117.49,PAID
9563,757,56.78,CANCELLED
9564,897,70.06,PAID
9565,2869,33.39,CANCELLED
9566,159,92.07,CANCELLED
9567,786,96.78,PAID
9568,1804,26.12,PENDING
9569,1840,164.85,PAID
9570,3169,3.2,PAID
9571,2299,125.66,CANCELLED
9572,4079,154.0,PENDING
9573,1543,173.4,PAID
9574,4209,88.28,PAID
9575,4355,95.63,PAID
9576,2155,160.11,PENDING
9577,575,102.2,PAID
9578,3039,47.77,PAID
9579,1382,101.94,PAID
9580,1223,254.76,PAID
9581,2475,58.87,PENDING
9582,1502,49.79,CANCELLED
9583,859,71.97,PENDING
9584,3575,108.82,PENDING
9585,3730,41.75,PAID
9586,2966,18.75,PENDING
9587,3192,101.17,CANCELLED
9588,1597,92.36,PAID
9589,1562,19.14,PAID
9590,2523,27.97,PENDING
9591,2600,86.65,PAID
9592,2392,59.51,PENDING
9593,2676,41.7,PAID
9594,2184,60.68,PAID
9595,277,44.4,CANCELLED
9596,3883,73.52,CANCELLED
9597,3605,142.53,CANCELLED
9598,2079,159.26,CANCELLED
9599,4343,46.08,PAID
9600,4507,94.36,PAID
9601,4078,93.71,PENDING
9602,4169,22.49,PAID
9603,1121,10.41,PAID
9604,4769,192.25,PAID
9605,2524,123.94,PAID
9606,3371,188.43,PAID
9607,4383,156.51,PAID
9608,1909,124.09,PAID
9609,3521,158.0,PENDING
9610,4308,73.43,PAID
9611,4497,131.62,PENDING
9612,4751,154.27,CANCELLED
9613,3106,127.16,PAID
9614,498,41.32,PAID
9615,3588,31.72,PAID
9616,4194,120.03,PENDING
9617,2414,43.41,PAID
9618,3801,45.02,PAID
9619,463,59.94,PENDING
9620,2761,67.48,PENDING
9621,3458,62.07,PENDING
9622,273,58.25,PAID
9623,1151,73.84,PAID
9624,3390,26.96,PENDING
9625,19,18.58,PENDING
9626,1617,225.07,PAID
9627,3179,37.37,PAID
9628,4082,2.52,PAID
9629,412,50.94,PENDING
9630,742,12.25,PAID
9631,2672,20.89,CANCELLED
9632,2780,78.43,PENDING
9633,2625,23.41,PAID
9634,515,190.39,CANCELLED
9635,207,133.8,CANCELLED
9636,948,158.73,PAID
9637,2442,82.63,PAID
9638,1829,28.29,PAID
9639,3599,58.0,PAID
9640,2168,96.57,PENDING
9641,1657,171.95,PENDING
9642,602,29.74,PAID
9643,712,80.04,PAID
9644,1204,153.58,PENDING
9645,1392,99.27,PENDING
9646,2697,225.08,PENDING
9647,3273,54.74,PAID
9648,4926,56.45,PAID
9649,3132,8.43,PAID
9650,3731,74.8,PAID
9651,2667,116.21,PAID
9652,550,165.94,PENDING
9653,4742,82.2,CANCELLED
9654,3983,173.91,PAID
9655,1245,122.7,PENDING
9656,3887,265.02,PAID
9657,4013,101.63,PAID
9658,2550,131.97,CANCELLED
9659,3205,117.93,PAID
9660,846,166.14,PAID
9661,4546,105.29,PAID
9662,44,63.35,CANCELLED
9663,659,27.09,PAID
9664,4824,52.29,PAID
9665,3931,60.16,PAID
9666,2868,179.54,PAID
9667,3648,145.41,PENDING
9668,2783,328.04,PAID
9669,1692,80.27,PAID
9670,2226,34.32,PAID
9671,3067,39.31,PAID
9672,1948,159.09,PAID
9673,1366,49.42,PAID
9674,3131,17.96,PAID
9675,4534,119.25,PAID
9676,4522,152.25,PAID
9677,968,15.91,PAID
9678,1405,53.91,PAID
9679,486,49.51,PAID
9680,1756,84.94,PAID
9681,3631,49.13,PAID
9682,2969,75.67,PAID
9683,1580,98.32,PAID
9684,2796,16.01,PAID
9685,51,67.97,CANCELLED
9686,1660,57.81,PAID
9687,4301,68.14,PAID
9688,2788,68.07,PAID
9689,4629,13.39,PAID
9690,2156,252.22,PAID
9691,4347,88.52,PAID
9692,4231,162.15,PAID
9693,3162,38.74,PENDING
9694,1615,191.37,PAID
9695,2737,87.0,PAID
9696,407,127.94,PAID
9697,3380,21.04,PAID
9698,4198,60.23,PAID
9699,1385,92.21,PENDING
9700,3696,253.3,PENDING
9701,4500,116.69,PAID
9702,4910,30.26,PAID
9703,2903,33.95,CANCELLED
9704,1630,18.12,PENDING
9705,3263,41.88,PAID
9706,1027,193.45,PAID
9707,2990,110.96,PAID
9708,2225,128.7,PAID
9709,2921,194.07,PENDING
9710,4316,130.81,PAID
9711,4269,23.52,PAID
9712,2784,151.61,PENDING
9713,1414,290.26,PENDING
9714,4598,24.23,PENDING
9715,3649,99.27,PENDING
9716,2809,189.14,PAID
9717,3332,158.53,PENDING
9718,2179,292.28,PAID
9719,798,194.4,PENDING
9720,2847,47.27,PENDING
9721,930,172.75,PENDING
9722,4819,81.98,PENDING
9723,3092,66.2,PAID
9724,2263,48.96,PAID
9725,1334,175.52,PAID
9726,1275,27.24,PAID
9727,4584,95.89,PAID
9728,3481,49.77,PENDING
9729,3343,85.73,PAID
9730,1218,72.44,PAID
9731,1465,88.04,PAID
9732,4409,111.57,CANCELLED
9733,4175,44.17,PAID
9734,4771,27.51,PAID
9735,14,43.08,PAID
9736,2294,96.22,PENDING
9737,2046,86.17,PAID
9738,1038,43.5,PENDING
9739,4129,95.23,PAID
9740,1460,182.68,PAID
9741,257,86.98,CANCELLED
9742,4130,40.91,PAID
9743,4074,21.75,CANCELLED
9744,1284,85.86,CANCELLED
9745,3488,37.52,PAID
9746,2185,63.75,PAID
9747,359,113.67,PAID
9748,3792,105.8,PENDING
9749,4850,187.82,PAID
9750,3188,14.3,PAID
9751,4500,70.82,PENDING
9752,1226,72.79,PAID
9753,2298,96.97,PAID
9754,278,30.7,PAID
9755,4208,46.87,PAID
9756,1987,27.73,PAID
9757,3545,102.67,PAID
9758,2794,44.97,PAID
9759,392,156.72,PAID
9760,969,141.47,CANCELLED
9761,2191,170.63,PENDING
9762,2229,58.7,PAID
9763,2627,59.06,PAID
9764,2846,62.63,PAID
9765,4365,41.32,PAID
9766,3308,25.49,PENDING
9767,2601,35.78,PAID
9768,2681,216.04,PAID
9769,4371,53.73,PAID
9770,4839,254.38,PAID
9771,86,51.19,PAID
9772,3135,93.93,PAID
9773,4500,105.28,PAID
9774,2240,83.73,PAID
9775,3365,51.41,CANCELLED
9776,2046,11.26,PAID
9777,1055,77.58,PENDING
9778,3402,40.73,PAID
9779,3730,53.53,PAID
9780,2670,50.52,PENDING
9781,276,215.81,PAID
9782,4747,34.0,PAID
9783,4091,250.37,PAID
9784,1106,287.26,PAID
9785,4682,153.06,CANCELLED
9786,2933,5.01,PENDING
9787,129,24.59,CANCELLED
9788,4352,175.81,PAID
9789,4327,31.7,PAID
9790,3569,89.43,PAID
9791,2403,50.6,PAID
9792,1648,185.99,PAID
9793,3557,84.92,PENDING
9794,3892,94.85,PAID
9795,2194,367.04,PAID
9796,2048,253.26,PENDING
9797,3105,84.57,PENDING
9798,4356,8.14,PAID
9799,2135,135.53,CANCELLED
9800,843,313.06,PAID
9801,1972,11.42,PAID
9802,4361,147.33,PAID
9803,3904,192.9,PAID
9804,3614,84.43,PAID
9805,392,91.58,PAID
9806,2280,86.05,PAID
9807,901,28.82,PAID
9808,4684,386.6,PAID
9809,2495,19.71,PAID
9810,1153,148.68,PENDING
9811,1295,141.62,PENDING
9812,466,32.05,PAID
9813,2176,90.31,PAID
9814,3246,26.14,PAID
9815,488,120.6,PAID
9816,2939,200.4,PAID
9817,2627,93.28,PENDING
9818,950,142.24,PAID
9819,4502,35.63,PAID
9820,1050,35.25,PENDING
9821,4076,87.33,CANCELLED
9822,4460,23.78,PAID
9823,1391,32.29,PAID
9824,1084,49.12,PENDING
9825,4647,121.03,PAID
9826,1659,34.87,PAID
9827,4388,81.89,CANCELLED
9828,1818,147.39,PAID
9829,191,54.78,PAID
9830,461,56.06,PAID
9831,2522,121.73,PENDING
9832,3477,95.99,PAID
9833,2706,60.59,PAID
9834,4367,39.83,PAID
9835,1158,48.01,PENDING
9836,4267,149.63,PAID
9837,28,54.8,PAID
9838,4232,414.38,PENDING
9839,2973,43.33,PAID
9840,3025,130.19,PAID
9841,4984,134.49,PAID
9842,1265,109.8,PAID
9843,856,21.71,PENDING
9844,4026,170.46,PAID
9845,1252,79.98,PAID
9846,4605,208.3,PAID
9847,3871,64.95,PENDING
9848,1327,64.18,CANCELLED
9849,1026,114.1,PENDING
9850,362,80.09,PAID
9851,1219,23.41,PENDING
9852,606,149.82,PENDING
9853,1671,19.22,PAID
9854,4812,167.34,PAID
9855,2298,37.44,PAID
9856,2195,296.8,PENDING
9857,4444,22.7,PAID
9858,1278,25.41,PAID
9859,399,35.93,CANCELLED
9860,2173,163.37,PAID
9861,2811,123.94,PAID
9862,2653,172.97,PENDING
9863,2940,131.76,PENDING
9864,822,79.27,PAID
9865,4998,198.41,PAID
9866,945,251.47,PAID
9867,3479,32.92,PAID
9868,2780,190.53,PENDING
9869,4430,188.35,PAID
9870,4451,38.27,PENDING
9871,1197,49.03,CANCELLED
9872,1213,156.3,PENDING
9873,824,55.11,PAID
9874,1897,95.06,PAID
9875,4264,100.27,PAID
9876,2416,35.51,PAID
9877,536,35.59,PAID
9878,3011,30.13,PAID
9879,2628,126.16,PAID
9880,3778,22.66,PAID
9881,950,166.04,PENDING
9882,3509,52.87,PAID
9883,4303,94.28,PAID
9884,544,28.79,PAID
9885,3901,300.88,PAID
9886,3754,133.64,PAID
9887,4225,129.75,CANCELLED
9888,2083,139.05,PAID
9889,2867,121.79,PAID
9890,2247,32.91,CANCELLED
9891,1837,41.36,PAID
9892,77,78.01,PAID
9893,369,125.22,PAID
9894,4622,149.63,PAID
9895,349,44.62,PAID
9896,4602,72.56,PAID
9897,4739,263.44,PENDING
9898,4334,62.67,PAID
9899,1456,171.1,CANCELLED
9900,2186,19.56,PAID
9901,3812,64.19,PENDING
9902,3273,191.35,PAID
9903,3683,220.98,PAID
9904,1847,113.95,PAID
9905,1855,10.01,PENDING
9906,2986,8.96,PAID
9907,4451,107.34,PAID
9908,2626,114.82,PAID
9909,2895,319.48,PAID
9910,559,45.79,PAID
9911,2897,27.87,PAID
9912,1918,74.78,PAID
9913,1255,59.63,PAID
9914,1682,135.89,PENDING
9915,1815,153.08,PAID
9916,663,72.85,PAID
9917,4117,147.71,PENDING
9918,3326,35.12,PAID
9919,1242,101.97,PAID
9920,3144,4.76,PAID
9921,3038,45.02,PAID
9922,162,127.14,PAID
9923,4226,255.21,PAID
9924,1951,39.72,PAID
9925,4321,104.12,PENDING
9926,1782,38.26,PAID
9927,4676,61.2,PAID
9928,1478,119.18,CANCELLED
9929,3031,31.95,PAID
9930,3987,61.11,PAID
9931,107,95.6,PAID
9932,2669,100.94,PENDING
9933,4936,88.0,PAID
9934,1165,95.59,PENDING
9935,1158,47.33,PAID
9936,2247,41.41,PAID
9937,667,32.95,PAID
9938,2127,37.32,PAID
9939,2942,34.41,PENDING
9940,512,89.21,PENDING
9941,250,38.24,CANCELLED
9942,889,95.81,PAID
9943,1024,73.94,PAID
9944,4695,108.91,CANCELLED
9945,4849,84.54,PAID
9946,600,78.26,PAID
9947,3023,165.53,PAID
9948,2531,154.89,PAID
9949,2884,103.45,PENDING
9950,2065,152.8,PENDING
9951,1759,37.54,PAID
9952,3570,62.52,PENDING
9953,1243,64.18,PAID
9954,4330,98.52,PAID
9955,2296,20.87,PAID
9956,1926,102.52,PAID
9957,2063,125.94,PAID
9958,3396,122.88,PAID
9959,441,19.16,CANCELLED
9960,2744,23.11,PAID
9961,7,46.31,CANCELLED
9962,1587,260.56,PAID
9963,826,104.31,PAID
9964,3825,24.23,PAID
9965,1269,109.25,PAID
9966,3437,88.23,PAID
9967,3439,119.98,PAID
9968,1311,77.35,PAID
9969,4034,80.21,PAID
9970,1628,45.74,PENDING
9971,1037,305.5,PAID
9972,478,60.41,PAID
9973,2679,70.82,CANCELLED
9974,715,53.26,PAID
9975,1677,8.96,PAID
9976,2163,21.58,CANCELLED
9977,509,90.58,PAID
9978,382,58.43,PAID
9979,1181,16.52,PAID
9980,1846,131.87,PENDING
9981,4371,129.05,PENDING
9982,1719,114.88,PAID
9983,1101,85.73,PAID
9984,1861,227.52,PAID
9985,2092,54.99,PAID
9986,718,85.4,PAID
9987,318,29.27,PAID
9988,4630,18.82,PAID
9989,1777,206.55,PENDING
9990,2285,114.66,PAID
9991,1245,104.41,PAID
9992,1334,295.49,PENDING
9993,3670,14.85,PAID
9994,1201,24.06,PENDING
9995,1795,261.45,PAID
9996,2702,87.58,PENDING
9997,1455,86.11,PAID
9998,1934,60.87,PAID
9999,747,83.13,PAID
10000,841,109.8,PAID
10001,2496,194.23,PENDING
10002,1089,236.77,PAID
10003,793,142.97,CANCELLED
10004,1268,45.45,PAID
10005,1551,167.29,PAID
10006,2691,108.85,PAID
10007,293,101.2,PAID
10008,4023,49.47,PAID
10009,1405,77.48,PAID
10010,1649,56.54,PAID
10011,2817,8.1,PAID
10012,3911,99.2,PAID
10013,2919,266.49,CANCELLED
10014,1398,48.05,PAID
10015,1694,102.88,PENDING
10016,1038,34.41,CANCELLED
10017,3853,155.11,CANCELLED
10018,1563,198.99,PAID
10019,1113,11.07,PAID
10020,1292,71.42,PAID
10021,1162,58.9,PAID
10022,1030,69.56,PAID
10023,4338,148.35,CANCELLED
10024,4258,68.38,PAID
10025,2740,175.69,PENDING
10026,979,7.86,PAID
10027,518,94.48,PAID
10028,4994,101.01,PAID
10029,783,26.69,PAID
10030,2832,244.02,PENDING
10031,4181,62.08,PAID
10032,138,131.81,PAID
10033,754,44.42,PAID
10034,2954,36.71,PAID
10035,4809,145.04,CANCELLED
10036,2456,40.52,PAID
10037,2835,69.93,PAID
10038,580,48.36,PAID
10039,3256,138.96,PAID
10040,3267,57.7,PAID
10041,4650,29.97,PAID
10042,396,110.06,PENDING
10043,1938,226.69,PAID
10044,4906,153.98,PENDING
10045,2590,157.0,PAID
10046,3035,49.82,CANCELLED
10047,170,95.72,PAID
10048,2338,61.63,PAID
10049,3240,32.92,PAID
10050,3416,111.75,CANCELLED
10051,3569,102.99,PAID
10052,3217,74.68,PAID
10053,3485,187.86,PAID
10054,4836,19.48,PAID
10055,1842,127.06,PAID
10056,3761,113.61,PAID
10057,4553,13.81,PAID
10058,3027,111.03,PENDING
10059,3966,18.27,PAID
10060,1602,58.69,PAID
10061,1147,64.7,PAID
10062,4327,46.42,PENDING
10063,2685,44.23,PAID
10064,112,47.65,PAID
10065,593,90.34,PAID
10066,2440,171.39,PAID
10067,1239,119.45,PAID
10068,2795,137.65,PAID
10069,2415,217.29,CANCELLED
10070,2130,190.19,PENDING
10071,2854,134.79,PAID
10072,2870,24.49,CANCELLED
10073,3599,57.37,PAID
10074,3804,12.18,PENDING
10075,1527,22.86,PAID
10076,1970,63.04,PAID
10077,952,87.16,PENDING
10078,1503,172.58,PAID
10079,4468,140.17,PAID
10080,3337,205.57,PAID
10081,110,33.46,PAID
10082,3987,200.46,PAID
10083,2355,117.06,PENDING
10084,226,155.5,PENDING
10085,3012,97.79,PAID
10086,4127,115.64,PAID
10087,614,85.36,CANCELLED
10088,99,67.32,PAID
10089,811,89.79,PAID
10090,3338,111.69,PAID
10091,2700,251.75,PAID
10092,4910,47.62,CANCELLED
10093,1020,48.73,CANCELLED
10094,3026,59.35,PENDING
10095,3529,213.13,PAID
10096,3887,173.54,PENDING
10097,2980,100.17,PAID
10098,3341,77.02,PAID
10099,797,35.26,PENDING
10100,1958,19.94,PAID
10101,3067,68.45,PAID
10102,3021,32.28,PAID
10103,2681,166.87,CANCELLED
10104,4442,94.79,PAID
10105,4820,81.43,PAID
10106,2949,27.97,PAID
10107,3732,59.83,PENDING
10108,1102,83.06,PAID
10109,1038,214.75,PAID
10110,4232,86.97,PAID
10111,792,122.28,PAID
10112,4175,44.16,PAID
10113,1779,73.66,PAID
10114,4801,23.52,PAID
10115,982,190.15,PENDING
10116,1266,162.1,PAID
10117,744,246.45,PAID
10118,2432,82.7,PENDING
10119,375,12.54,PAID
10120,1754,76.27,PENDING
10121,3898,45.05,PENDING
10122,2537,94.47,PAID
10123,1992,85.78,CANCELLED
10124,2929,68.31,PAID
10125,3447,42.89,PAID
10126,592,163.73,PAID
10127,4629,36.8,PAID
10128,2570,97.08,PAID
10129,2873,232.64,PAID
10130,1177,156.27,PENDING
10131,1336,40.24,PAID
10132,4694,101.37,PAID
10133,113,22.31,PAID
10134,3773,35.23,PAID
10135,1846,65.63,PAID
10136,1988,71.67,PENDING
10137,4830,149.57,PAID
10138,1986,70.28,PENDING
10139,3293,83.53,PAID
10140,3243,145.17,CANCELLED
10141,253,42.07,PENDING
10142,124,227.58,PAID
10143,1237,197.68,PAID
10144,624,90.88,PAID
10145,3157,135.94,PAID
10146,3137,90.66,PAID
10147,3390,77.29,PAID
10148,3418,102.95,PAID
10149,1656,165.45,PAID
10150,1267,154.24,PENDING
10151,2946,47.15,PENDING
10152,1161,80.63,PAID
10153,2295,29.67,PAID
10154,441,123.38,PAID
10155,2093,137.08,PAID
10156,2706,116.12,CANCELLED
10157,3760,395.27,PENDING
10158,554,96.48,PAID
10159,4905,11.32,PAID
10160,1113,85.32,PENDING
10161,2778,39.07,PAID
10162,1834,146.55,PAID
10163,1315,168.96,CANCELLED
10164,3494,68.85,PAID
10165,3139,85.09,PENDING
10166,3113,105.91,PAID
10167,99,103.13,PAID
10168,3926,169.39,PAID
10169,1480,100.04,PENDING
10170,4397,81.55,PAID
10171,1223,69.25,PAID
10172,4584,25.69,PAID
10173,1005,36.62,PAID
10174,477,34.55,PAID
10175,1136,341.59,PAID
10176,2857,79.74,PAID
10177,1706,136.14,PAID
10178,518,123.59,PAID
10179,1221,13.14,PAID
10180,2507,72.59,PAID
10181,4326,114.42,PAID
10182,1192,8.35,PENDING
10183,3881,72.51,CANCELLED
10184,3244,144.18,PAID
10185,1978,63.23,PAID
10186,2243,130.04,PAID
10187,3091,40.15,PENDING
10188,1888,59.73,PENDING
10189,4560,136.25,PENDING
10190,974,75.0,PAID
10191,66,29.6,PAID
10192,2907,144.89,PAID
10193,571,102.55,PENDING
10194,3893,41.77,PAID
10195,308,134.48,CANCELLED
10196,3409,66.68,PAID
10197,3743,199.24,PENDING
10198,783,168.43,PAID
10199,4217,85.77,PENDING
10200,766,118.69,PAID
10201,3476,191.11,PAID
10202,773,85.05,PAID
10203,3858,12.0,PENDING
10204,3186,117.69,PENDING
10205,540,148.96,PAID
10206,2050,152.94,PAID
10207,3284,39.41,PAID
10208,4676,201.23,PAID
10209,1664,352.38,PAID
10210,1048,150.88,PAID
10211,3837,65.89,PAID
10212,3440,107.79,PAID
10213,506,129.99,PAID
10214,3248,139.96,PENDING
10215,3501,96.84,PENDING
10216,1911,33.45,PAID
10217,733,137.78,PAID
10218,3514,49.54,PAID
10219,1572,65.37,PAID
10220,4610,42.03,PAID
10221,2943,30.5,PENDING
10222,4457,63.33,PAID
10223,2322,103.66,PAID
10224,3336,54.58,PAID
10225,4623,40.43,PAID
10226,4375,83.21,PAID
10227,2754,14.79,PENDING
10228,1373,5.76,PENDING
10229,1445,157.09,PAID
10230,3377,25.02,PAID
10231,290,89.21,PENDING
10232,2066,158.46,PAID
10233,64,90.66,PAID
10234,3946,43.94,PENDING
10235,330,84.83,PAID
10236,4859,48.73,PAID
10237,1964,61.03,PAID
10238,3089,19.25,PENDING
10239,2491,6.06,PAID
10240,141,57.51,PAID
10241,4540,28.36,PAID
10242,2474,116.69,PAID
10243,3904,81.74,PAID
10244,450,61.21,PENDING
10245,1826,242.71,PAID
10246,4447,102.21,PAID
10247,4695,92.96,PAID
10248,4807,195.81,PAID
10249,870,36.76,PAID
10250,3565,53.35,PAID
10251,3660,32.79,PENDING
10252,3603,80.54,PAID
10253,393,289.71,PAID
10254,842,53.87,PAID
10255,2449,73.76,PAID
10256,2792,24.76,PAID
10257,2954,159.3,PAID
10258,1359,220.76,PAID
10259,991,54.81,PAID
10260,1039,349.6,PENDING
10261,28,13.56,PENDING
10262,388,68.36,PAID
10263,833,53.67,PENDING
10264,250,85.36,PAID
10265,2028,140.87,PAID
10266,1529,211.74,PAID
10267,4194,46.94,CANCELLED
10268,1839,104.23,PENDING
10269,1361,94.24,PENDING
10270,3110,154.22,CANCELLED
10271,1324,59.75,PENDING
10272,2227,44.67,PENDING
10273,3681,50.12,PENDING
10274,892,128.07,PAID
10275,1306,18.0,PENDING
10276,4549,51.8,PAID
10277,4193,75.02,PAID
10278,262,102.03,PAID
10279,2341,98.97,PENDING
10280,1794,34.11,PAID
10281,2297,24.19,PAID
10282,2293,109.21,PENDING
10283,2171,47.74,PAID
10284,325,73.81,PAID
10285,986,38.19,PAID
10286,4783,37.58,PENDING
10287,3853,118.83,PAID
10288,1740,88.49,PAID
10289,1861,65.52,PAID
10290,3138,78.94,PAID
10291,3899,53.91,PENDING
10292,836,82.62,PENDING
10293,4155,63.67,PENDING
10294,2779,214.46,PAID
10295,1397,51.45,CANCELLED
10296,1677,40.96,PENDING
10297,4332,168.05,PENDING
10298,4314,66.73,PENDING
10299,1838,177.47,CANCELLED
10300,3722,120.9,PAID
10301,3673,36.81,CANCELLED
10302,3023,84.67,PAID
10303,4685,28.14,PENDING
10304,1672,203.74,PAID
10305,917,40.65,PAID
10306,918,4.94,PAID
10307,1134,32.69,CANCELLED
10308,1837,233.24,PAID
10309,2139,105.63,PAID
